,noise_rate,alpha,success,performance,drift_name
234,0.1,1e-05,True,1041,sine2_short_noisy1
235,0.1,1e-05,False,2000,smooth_concept_drift_noisy1
236,0.1,1e-05,False,1500,abrupt_concept_drift_noisy1
237,0.1,1e-05,False,2100,abrupt_covariate_noisy1
238,0.1,1e-05,False,2000,gradual_concept_drift_noisy1
239,0.1,1e-05,True,-1,nodrift_noisy1
240,0.5,0.001,False,4000,stagger_short_noisy5
241,0.5,0.001,True,586,sine1_short_noisy5
242,0.5,0.001,True,334,sine2_short_noisy5
243,0.5,0.001,False,2000,smooth_concept_drift_noisy5
244,0.5,0.001,True,16,abrupt_concept_drift_noisy5
245,0.5,0.001,False,2100,abrupt_covariate_noisy5
246,0.5,0.001,False,2000,gradual_concept_drift_noisy5
247,0.5,0.001,False,-1,nodrift_noisy5
248,0.5,0.000802,True,781,stagger_short_noisy5
249,0.5,0.000802,True,1006,sine1_short_noisy5
250,0.5,0.000802,True,249,sine2_short_noisy5
251,0.5,0.000802,True,312,smooth_concept_drift_noisy5
252,0.5,0.000802,False,1500,abrupt_concept_drift_noisy5
253,0.5,0.000802,True,1953,abrupt_covariate_noisy5
254,0.5,0.000802,False,2000,gradual_concept_drift_noisy5
255,0.5,0.000802,False,-1,nodrift_noisy5
256,0.5,0.000604,False,4000,stagger_short_noisy5
257,0.5,0.000604,False,2000,sine1_short_noisy5
258,0.5,0.000604,True,263,sine2_short_noisy5
259,0.5,0.000604,False,2000,smooth_concept_drift_noisy5
260,0.5,0.000604,False,1500,abrupt_concept_drift_noisy5
261,0.5,0.000604,True,812,abrupt_covariate_noisy5
262,0.5,0.000604,True,783,gradual_concept_drift_noisy5
263,0.5,0.000604,False,-1,nodrift_noisy5
264,0.5,0.0004060000000000001,True,1570,stagger_short_noisy5
265,0.5,0.0004060000000000001,False,2000,sine1_short_noisy5
266,0.5,0.0004060000000000001,False,2000,sine2_short_noisy5
267,0.5,0.0004060000000000001,True,608,smooth_concept_drift_noisy5
268,0.5,0.0004060000000000001,False,1500,abrupt_concept_drift_noisy5
269,0.5,0.0004060000000000001,True,2082,abrupt_covariate_noisy5
270,0.5,0.0004060000000000001,True,527,gradual_concept_drift_noisy5
271,0.5,0.0004060000000000001,False,-1,nodrift_noisy5
272,0.5,0.00020800000000000007,False,4000,stagger_short_noisy5
273,0.5,0.00020800000000000007,False,2000,sine1_short_noisy5
274,0.5,0.00020800000000000007,False,2000,sine2_short_noisy5
275,0.5,0.00020800000000000007,False,2000,smooth_concept_drift_noisy5
276,0.5,0.00020800000000000007,True,292,abrupt_concept_drift_noisy5
277,0.5,0.00020800000000000007,True,673,abrupt_covariate_noisy5
278,0.5,0.00020800000000000007,False,2000,gradual_concept_drift_noisy5
279,0.5,0.00020800000000000007,True,-1,nodrift_noisy5
280,0.5,1e-05,False,4000,stagger_short_noisy5
281,0.5,1e-05,False,2000,sine1_short_noisy5
282,0.5,1e-05,True,830,sine2_short_noisy5
283,0.5,1e-05,False,2000,smooth_concept_drift_noisy5
284,0.5,1e-05,False,1500,abrupt_concept_drift_noisy5
285,0.5,1e-05,False,2100,abrupt_covariate_noisy5
286,0.5,1e-05,False,2000,gradual_concept_drift_noisy5
287,0.5,1e-05,True,-1,nodrift_noisy5
